# This file was produced by samtools stats (1.9+htslib-1.9) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -@ 4 assemblatron/contigs.sam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	e68157bf	80875308	b3a905e5
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1991584
SN	filtered sequences:	0
SN	sequences:	1991584
SN	is sorted:	0
SN	1st fragments:	995792
SN	last fragments:	995792
SN	reads mapped:	1966270
SN	reads mapped and paired:	1953254	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	25314
SN	reads properly paired:	1943724	# proper-pair bit set
SN	reads paired:	1991584	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	189	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	275502202	# ignores clipping
SN	total first fragment length:	137752554	# ignores clipping
SN	total last fragment length:	137749648	# ignores clipping
SN	bases mapped:	273179268	# ignores clipping
SN	bases mapped (cigar):	272143607	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1111534	# from NM fields
SN	error rate:	4.084365e-03	# mismatches / bases mapped (cigar)
SN	average length:	138
SN	average first fragment length:	138
SN	average last fragment length:	138
SN	maximum length:	151
SN	maximum first fragment length:	151
SN	maximum last fragment length:	151
SN	average quality:	38.1
SN	insert size average:	270.7
SN	insert size standard deviation:	139.4
SN	inward oriented pairs:	862839
SN	outward oriented pairs:	112211
SN	pairs with other orientation:	20
SN	pairs on different chromosomes:	1653
SN	percentage of properly paired reads (%):	97.6
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	41	0	0	0	0	0	0	0	0	0	0	0	5404	0	0	0	0	0	0	0	0	0	0	0	45562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944785	0
FFQ	2	79	0	0	0	0	0	0	0	0	0	0	0	17538	0	0	0	0	0	0	0	0	0	0	0	86628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891547	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	14113	0	0	0	0	0	0	0	0	0	0	0	71582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910097	0
FFQ	4	4	0	0	0	0	0	0	0	0	0	0	0	16883	0	0	0	0	0	0	0	0	0	0	0	72904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906001	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	18638	0	0	0	0	0	0	0	0	0	0	0	71375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905779	0
FFQ	6	1	0	0	0	0	0	0	0	0	0	0	0	17606	0	0	0	0	0	0	0	0	0	0	0	63511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914674	0
FFQ	7	2	0	0	0	0	0	0	0	0	0	0	0	14406	0	0	0	0	0	0	0	0	0	0	0	57039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924345	0
FFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	13957	0	0	0	0	0	0	0	0	0	0	0	54203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927632	0
FFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	14505	0	0	0	0	0	0	0	0	0	0	0	60560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920727	0
FFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	14517	0	0	0	0	0	0	0	0	0	0	0	58794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922481	0
